['682716753374351360', 'person', 'wine', 'holding', 'fruit', 'picture']
['817519619443408896', 'white', 'controller', 'table', 'keyboard', 'sitting']
['817519623251906560', 'sky', 'flying', 'clouds', 'birds', 'cloudy']
['817519629606285314', 'sign', 'writing', 'cake', 'birthday', 'turn']
['817519636744982528', 'clock', 'sitting', 'photo', 'different', 'women']
['817519644420558848', 'woman', 'cell', 'phone', 'talking', 'street']
['817519662904832000', 'sign', 'sitting', 'white', 'table', 'stop']
['817519668135018496', 'wearing', 'woman', 'standing', 'person', 'kitchen']
['817519669280178176', 'man', 'cell', 'phone', 'woman', 'standing']
['817519671268311040', 'women', 'woman', 'girls', 'group', 'cell']
['817519674401308672', 'tree', 'branch', 'bird', 'fruit', 'sitting']
['817519683758948356', 'child', 'girl', 'woman', 'doughnut', 'sitting']
['817519694383030274', 'white', 'wii', 'game', 'table', 'close']
['817519695880302592', 'man', 'phone', 'cell', 'brushing', 'picture']
['817519706693320705', 'woman', 'boy', 'holding', 'young', 'man']
['817519707779637248', 'woman', 'man', 'wearing', 'kitchen', 'tie']
['817519713064456193', 'man', 'woman', 'sitting', 'wine', 'table']
['817519718978453506', 'group', 'people', 'team', 'posing', 'men']
['817519728902029312', 'people', 'store', 'street', 'pink', 'woman']
['817519731926253568', 'white', 'bed', 'room', 'window', 'keyboard']
['817519733813739521', 'man', 'sitting', 'car', 'bus', 'surfboard']
['817519745561989120', 'keyboard', 'desk', 'sitting', 'laptop', 'mouse']
['817519745792548865', 'truck', 'parked', 'old', 'parking', 'lot']
['817519757230534656', 'man', 'photo', 'picture', 'black', 'phone']
['817519768362254336', 'sitting', 'wii', 'air', 'remote', 'white']
['817519779086934016', 'woman', 'girl', 'holding', 'young', 'phone']
['817519791066009600', 'woman', 'wearing', 'white', 'photo', 'mirror']
['817519802449330176', 'bear', 'white', 'teddy', 'stuffed', 'animal']
['817519804768583680', 'near', 'walking', 'sign', 'road', 'area']
['817519806207455233', 'woman', 'person', 'holding', 'scissors', 'hand']
['817519810175258625', 'woman', 'man', 'people', 'sign', 'playing']
['817519816277794816', 'sitting', 'white', 'near', 'grass', 'brown']
['817519829297012737', 'keyboard', 'book', 'picture', 'writing', 'sitting']
['817519831620743168', 'woman', 'wearing', 'tie', 'shirt', 'young']
['817519834229604356', 'pink', 'red', 'store', 'writing', 'restaurant']
['817519839459819520', 'woman', 'surfboard', 'young', 'girl', 'wearing']
['817519850876784640', 'cell', 'people', 'phone', 'phones', 'talking']
['817519857042333696', 'woman', 'smiling', 'wearing', 'surfboard', 'phone']
['817519873701998592', 'woman', 'young', 'women', 'girls', 'posing']
['817519874134179840', 'young', 'boy', 'man', 'woman', 'playing']
['817519878378766336', 'man', 'street', 'walking', 'woman', 'standing']
['817519885261701121', 'woman', 'wearing', 'young', 'hair', 'girl']
['817519902407979008', 'people', 'men', 'party', 'group', 'phones']
['817519905272692736', 'woman', 'smiling', 'wearing', 'hair', 'cell']
['817519912625152000', 'men', 'picture', 'suits', 'photo', 'man']
['817519914240114689', 'court', 'people', 'tennis', 'man', 'match']
['817519918941872129', 'kites', 'white', 'time', 'photo', 'sign']
['817519919868903425', 'snow', 'road', 'covered', 'street', 'driving']
['817519929985355776', 'woman', 'standing', 'food', 'phone', 'smiling']
['817519978706407424', 'keyboard', 'monitor', 'desk', 'screen', 'large']
['817519991041982464', 'boy', 'tie', 'young', 'wearing', 'shirt']
['817520001863319553', 'sign', 'street', 'lines', 'way', 'white']
['817520011724128257', 'man', 'woman', 'men', 'looking', 'women']
['817520014911799296', 'people', 'group', 'crowd', 'cell', 'talking']
['817520015352139779', 'man', 'sitting', 'keyboard', 'black', 'white']
['817520018674085890', 'woman', 'rackets', 'pink', 'beach', 'kites']
['817520022058921984', 'scissors', 'table', 'birthday', 'pink', 'kites']
['817520038693502976', 'cat', 'wearing', 'black', 'hat', 'white']
['817520045052096512', 'woman', 'tie', 'wearing', 'young', 'shirt']
['817520045962227712', 'black', 'white', 'sitting', 'sky', 'bed']
['817520046691913728', 'woman', 'man', 'men', 'couple', 'people']
['817520047467859968', 'woman', 'standing', 'women', 'wearing', 'young']
['817520049296670724', 'bed', 'sitting', 'pasta', 'pile', 'tray']
['817520071564201984', 'holding', 'man', 'woman', 'surfboard', 'wii']
['817520073392975873', 'keyboard', 'sitting', 'mouse', 'cover', 'book']
['817520075028725760', 'woman', 'pink', 'people', 'playing', 'cake']
['817520083539021826', 'woman', 'phone', 'cell', 'wearing', 'hair']
['817520110512521218', 'sign', 'street', 'road', 'close', 'metal']
['817520127147184130', 'sunset', 'sun', 'table', 'sitting', 'beach']
['817520132930998272', 'writing', 'player', 'sitting', 'keyboard', 'game']
['817520136710225920', 'different', 'sign', 'photos', 'pictures', 'types']
['817520142636744704', 'woman', 'man', 'boy', 'phone', 'cell']
['817520146386325504', 'man', 'holding', 'looking', 'standing', 'wearing']
['817520156964515841', 'man', 'men', 'standing', 'woman', 'cake']
['817520157941592064', 'person', 'blurry', 'man', 'street', 'people']
['817520163583041538', 'man', 'hand', 'girl', 'holding', 'young']
['817520166598770688', 'game', 'wii', 'picture', 'sitting', 'showing']
['817520173087223808', 'woman', 'wearing', 'hair', 'girl', 'young']
['817520178766479360', 'cake', 'man', 'woman', 'snowboard', 'sitting']
['817520190359478272', 'man', 'woman', 'young', 'wearing', 'glasses']
['817520191198334977', 'city', 'lights', 'night', 'lit', 'street']
['817520196005019648', 'woman', 'man', 'smiling', 'glasses', 'brushing']
['817520207543619584', 'person', 'mountain', 'yellow', 'man', 'banana']
['817520212924858369', 'group', 'men', 'frisbee', 'standing', 'playing']
['817520221854584833', 'woman', 'man', 'wearing', 'photo', 'tie']
['817520235632656384', 'kitchen', 'man', 'woman', 'restaurant', 'food']
['817520238388383744', 'man', 'woman', 'holding', 'smiling', 'tie']
['817520263583690753', 'phone', 'man', 'cell', 'woman', 'talking']
['817520270621736960', 'soccer', 'group', 'men', 'playing', 'team']
['817520273599721472', 'man', 'woman', 'street', 'phone', 'talking']
['817520278351790080', 'woman', 'wearing', 'phone', 'cell', 'talking']
['817520281753448449', 'refrigerator', 'white', 'wii', 'controllers', 'store']
['817520297654022144', 'standing', 'group', 'suits', 'people', 'men']
['817520299189108738', 'people', 'street', 'baseball', 'crowd', 'playing']
['817520305736417280', 'baby', 'laying', 'girl', 'pink', 'mouth']
['817520308622073856', 'man', 'suit', 'wearing', 'tie', 'close']
['817520310941421569', 'holding', 'man', 'boy', 'holds', 'remote']
['817520322215710720', 'snow', 'bear', 'laying', 'playing', 'white']
['817520327672537088', 'wii', 'game', 'remote', 'controller', 'controllers']
['817520343996833793', 'writing', 'sign', 'wii', 'remote', 'game']
['817520345938792452', 'woman', 'kitchen', 'standing', 'people', 'working']
['817520353580826627', 'phone', 'cell', 'parking', 'microwave', 'man']
['817520365656154112', 'man', 'hat', 'book', 'wearing', 'woman']
['817520375806443523', 'white', 'different', 'pictures', 'types', 'air']
['817520389106597889', 'woman', 'green', 'man', 'brushing', 'playing']
['817520417564827650', 'laying', 'woman', 'man', 'white', 'cat']
['817520423294287874', 'keyboard', 'sitting', 'mouse', 'white', 'close']
['817520426154946562', 'woman', 'girl', 'young', 'hair', 'wearing']
['817520434178621440', 'street', 'skateboard', 'woman', 'riding', 'man']
['817520441623543809', 'sitting', 'woman', 'playing', 'man', 'cell']
['817520443330416640', 'man', 'baseball', 'woman', 'holding', 'boy']
['817520453182955520', 'woman', 'wearing', 'tie', 'smiling', 'young']
['817520460313350145', 'people', 'crowd', 'watching', 'display', 'room']
['817520460967579649', 'sitting', 'man', 'woman', 'phone', 'cell']
['817520461223337985', 'green', 'shirt', 'cake', 'holding', 'baby']
['817520463572127745', 'sign', 'sitting', 'writing', 'suitcase', 'street']
['817520470807281664', 'woman', 'man', 'holding', 'sitting', 'cat']
['817520484644487168', 'people', 'group', 'standing', 'air', 'display']
['817520485256851456', 'man', 'standing', 'picture', 'men', 'woman']
['817520491703439360', 'sign', 'scissors', 'wall', 'red', 'shown']
['817520496392761344', 'man', 'tie', 'window', 'wearing', 'phone']
['817520497982214144', 'bus', 'street', 'parked', 'blue', 'road']
['817520502768107523', 'woman', 'wearing', 'holding', 'phone', 'girl']
['817520518958092292', 'man', 'sitting', 'red', 'holding', 'cat']
['817520525404606465', 'white', 'sitting', 'book', 'person', 'picture']
['817520536108441602', 'sky', 'blue', 'outside', 'sitting', 'airplane']
['817520550524370944', 'woman', 'girls', 'people', 'women', 'hair']
['817520552588038144', 'light', 'skateboard', 'scissors', 'wearing', 'pair']
['817520555976818688', 'woman', 'cat', 'sitting', 'lady', 'bed']
['817520569897910272', 'holding', 'woman', 'phone', 'young', 'cell']
['817520576780759040', 'white', 'sign', 'microwave', 'red', 'book']
['817520583709585408', 'picture', 'holding', 'woman', 'phone', 'cell']
['817520590651129856', 'blue', 'display', 'store', 'different', 'colored']
['817520594665271296', 'woman', 'women', 'girls', 'smiling', 'group']
['817520604316368896', 'sign', 'baseball', 'picture', 'player', 'book']
['817520616404185088', 'sky', 'sun', 'clouds', 'smoke', 'blurry']
['817520626701389828', 'sun', 'blurry', 'lit', 'light', 'lights']
['817520639800029186', 'cell', 'phone', 'woman', 'phones', 'women']
['817520643335979009', 'tables', 'plate', 'table', 'filled', 'lot']
['817520655868588033', 'lines', 'writing', 'parking', 'picture', 'image']
['817520664823201794', 'man', 'woman', 'picture', 'laying', 'large']
['817520666387877888', 'holding', 'doughnut', 'person', 'man', 'donut']
['817520666756849664', 'white', 'bathroom', 'surfboard', 'toilet', 'sitting']
['817520668589903873', 'scissors', 'pair', 'red', 'paper', 'pink']
['817520669994979328', 'woman', 'holding', 'man', 'young', 'boy']
['817520679386017793', 'horse', 'person', 'man', 'woman', 'walking']
['817520687912980480', 'cell', 'phone', 'people', 'man', 'phones']
['817520696104402944', 'woman', 'phone', 'doughnut', 'donut', 'cell']
['817520698616782848', 'black', 'woman', 'wearing', 'hat', 'suitcase']
['817520708737761281', 'clock', 'people', 'television', 'sitting', 'watching']
['817520721962340352', 'woman', 'man', 'wearing', 'person', 'standing']
['817520734662750209', 'lit', 'white', 'dark', 'light', 'windows']
['817520749833371648', 'sign', 'writing', 'book', 'signs', 'picture']
['817520760185114624', 'people', 'street', 'lit', 'walking', 'line']
['817520765776044033', 'man', 'surfboard', 'woman', 'picture', 'wearing']
['817520769311932424', 'sign', 'parking', 'cover', 'writing', 'baseball']
['817520770532462596', 'kitchen', 'man', 'woman', 'person', 'sitting']
['817520773275545600', 'man', 'woman', 'standing', 'umbrella', 'picture']
['817520773766283264', 'display', 'flowers', 'colored', 'lights', 'glass']
['817520784793018368', 'man', 'woman', 'phone', 'cell', 'holding']
['817520795601670144', 'woman', 'cake', 'young', 'girl', 'chocolate']
['817520821321093120', 'air', 'cat', 'picture', 'controller', 'scissors']
['817520822961127424', 'playing', 'room', 'wii', 'blue', 'video']
['817520838098485248', 'refrigerator', 'woman', 'doughnut', 'child', 'man']
['817520838157172737', 'man', 'wearing', 'shirt', 'green', 'mouth']
['817520839084113920', 'bowl', 'plate', 'table', 'food', 'chocolate']
['817520850396127235', 'tennis', 'man', 'playing', 'court', 'ball']
['817520854053421056', 'sign', 'white', 'blue', 'sitting', 'close']
['817520858612764672', 'woman', 'playing', 'young', 'wii', 'game']
['817520880079269888', 'keyboard', 'sitting', 'writing', 'cover', 'black']
['817520900249567232', 'sign', 'street', 'large', 'city', 'sitting']
['817520904179564548', 'man', 'wearing', 'hat', 'holding', 'glove']
['817520910957678592', 'sign', 'writing', 'street', 'book', 'says']
['817520912828284928', 'wearing', 'woman', 'young', 'phone', 'tie']
['817520923423096834', 'man', 'woman', 'street', 'phone', 'talking']
['817520931992203265', 'woman', 'shirt', 'pink', 'wearing', 'tie']
['817520934441652225', 'street', 'woman', 'man', 'standing', 'horse']
['817520944692465665', 'view', 'sitting', 'background', 'beach', 'snow']
['817520957963304961', 'cat', 'black', 'woman', 'mirror', 'looking']
['817520966733418497', 'picture', 'pictures', 'different', 'men', 'man']
['817520969560588288', 'sign', 'man', 'picture', 'book', 'player']
['817520970617458689', 'toilet', 'man', 'bathroom', 'paper', 'air']
['817520971993280512', 'beach', 'water', 'bird', 'sky', 'ocean']
['817520985427611649', 'parking', 'game', 'playing', 'court', 'lights']
['817520988883718145', 'man', 'wearing', 'tie', 'young', 'shirt']
['817520990083235840', 'girl', 'woman', 'holding', 'bear', 'little']
['817520990393602048', 'sit', 'photo', 'sitting', 'boat', 'men']
['817521002498424832', 'street', 'black', 'white', 'sign', 'building']
['817521004792651776', 'sitting', 'holding', 'wearing', 'woman', 'table']
['817521015798448130', 'sign', 'black', 'white', 'cup', 'writing']
['817521016926797824', 'people', 'woman', 'taking', 'looking', 'room']
['817521022563917825', 'bathroom', 'sink', 'white', 'glass', 'scissors']
['817521027697770497', 'sky', 'wii', 'writing', 'white', 'sign']
['817521028838653952', 'bench', 'photo', 'people', 'sitting', 'standing']
['817521030092750848', 'signs', 'sign', 'street', 'display', 'writing']
['817521030390579204', 'woman', 'horse', 'cat', 'surfboard', 'head']
['817521031623512064', 'cat', 'sitting', 'laying', 'black', 'cats']
['817521046060470272', 'display', 'remote', 'white', 'sitting', 'displayed']
['817521050170880000', 'bed', 'sitting', 'man', 'laying', 'wearing']
['817521060375564289', 'woman', 'man', 'people', 'standing', 'tie']
['817521064993550338', 'woman', 'mirror', 'bathroom', 'sitting', 'cat']
['817521065920528384', 'people', 'crowd', 'tables', 'group', 'watching']
['817521070018281473', 'store', 'refrigerator', 'different', 'race', 'writing']
['817521074481074177', 'woman', 'man', 'standing', 'cell', 'men']
['817521075999346688', 'woman', 'sign', 'talking', 'phone', 'cell']
['817521076011991040', 'children', 'kids', 'group', 'eating', 'people']
['817521088338923520', 'sign', 'street', 'writing', 'white', 'lines']
['817521094114549760', 'man', 'tennis', 'playing', 'ball', 'cake']
['817521094752141314', 'man', 'wearing', 'player', 'boy', 'uniform']
['817521096094158848', 'man', 'tie', 'wearing', 'suit', 'young']
['817521099894378498', 'sign', 'red', 'white', 'street', 'turn']
['817521104466153473', 'dog', 'grass', 'black', 'brown', 'standing']
['817521105455849474', 'man', 'cake', 'woman', 'standing', 'chocolate']
['817521113110642696', 'woman', 'young', 'girl', 'little', 'baby']
['817521113257254912', 'man', 'holding', 'scissors', 'woman', 'picture']
['817521116218593284', 'man', 'air', 'standing', 'airplane', 'display']
['817521116717715460', 'red', 'sitting', 'case', 'surface', 'car']
['817521120727470080', 'woman', 'man', 'sitting', 'table', 'surfboard']
['817521126024876032', 'orange', 'sign', 'stop', 'white', 'traffic']
['817523663897501696', 'surfboard', 'woman', 'tennis', 'holding', 'board']
['817525885813329922', 'airplane', 'white', 'sky', 'scissors', 'plane']
['817526410768252928', 'woman', 'shop', 'cat', 'picture', 'sitting']
['817535294568329218', 'sign', 'shelf', 'signs', 'sitting', 'wall']
['817535787772284929', 'man', 'putting', 'food', 'refrigerator', 'standing']
['817536801208418305', 'table', 'sitting', 'people', 'woman', 'man']
['817554287870013440', 'table', 'plates', 'bananas', 'sitting', 'served']
['817556562910842880', 'man', 'tennis', 'court', 'woman', 'playing']
['817565995208417281', 'snow', 'white', 'sitting', 'cat', 'black']
['817581300731281408', 'bowl', 'filled', 'bananas', 'food', 'plate']
['817603645030223872', 'man', 'woman', 'cell', 'phone', 'wearing']
['817607866441838593', 'man', 'wii', 'controller', 'woman', 'holding']
['817714270938996741', 'keyboard', 'sitting', 'mouse', 'cup', 'picture']
['817715221338923008', 'white', 'microwave', 'sitting', 'counter', 'kitchen']
['817725140633055233', 'man', 'woman', 'table', 'sitting', 'women']
['817739205690490882', 'white', 'sign', 'keyboard', 'street', 'close']
['817773060296232960', 'sign', 'street', 'writing', 'lines', 'baseball']
['817778969474961409', 'sign', 'red', 'white', 'close', 'sky']
['817785027526295552', 'woman', 'wearing', 'playing', 'man', 'white']
['817791851520475138', 'people', 'cell', 'phone', 'woman', 'crowd']
['817792386956922880', 'keyboard', 'mouse', 'white', 'close', 'cover']
['817824467749662723', 'woman', 'watching', 'people', 'man', 'working']
['817828196066279424', 'sign', 'street', 'white', 'road', 'sky']
['817839142826627072', 'plate', 'lettuce', 'food', 'vegetables', 'meat']
['817839765345226752', 'standing', 'man', 'women', 'playing', 'men']
['817853306470952960', 'sitting', 'keyboard', 'cake', 'old', 'table']
['817854102600384517', 'mountain', 'mountains', 'sky', 'standing', 'man']
['817879876950753280', 'street', 'man', 'green', 'people', 'air']
['817883415399858176', 'woman', 'window', 'sitting', 'man', 'wood']
['817883424190906369', 'men', 'people', 'man', 'group', 'crowd']
['817883426078367744', 'couch', 'man', 'sitting', 'laying', 'woman']
['817883437310889984', 'woman', 'holding', 'man', 'wearing', 'young']
['817883443153530881', 'grass', 'dog', 'field', 'laying', 'ground']
['817883451168653313', 'people', 'cell', 'wine', 'woman', 'group']
['817883453379280898', 'chocolate', 'cake', 'fruit', 'cup', 'plate']
['817883459108687873', 'dog', 'frisbee', 'toy', 'sitting', 'banana']
['817883474036162564', 'sign', 'street', 'blue', 'close', 'writing']
['817883477156700162', 'talking', 'woman', 'tennis', 'standing', 'court']
['817883480126291969', 'table', 'different', 'scissors', 'sitting', 'woman']
['817883488900837377', 'plate', 'close', 'sitting', 'fruit', 'different']
['817883498077884416', 'man', 'talking', 'phone', 'cell', 'wearing']
['817883498086367232', 'woman', 'holding', 'phone', 'cell', 'young']
['817883513554948097', 'frisbee', 'man', 'woman', 'beach', 'playing']
['817883514028883969', 'phone', 'cell', 'woman', 'smiling', 'doughnut']
['817890287578214401', 'picture', 'woman', 'women', 'photo', 'girls']
['817895796909608960', 'sign', 'writing', 'keyboard', 'black', 'white']
['817895995551817728', 'car', 'road', 'parked', 'white', 'sitting']
['817914302577381376', 'man', 'doughnut', 'cake', 'donut', 'donuts']
['817929606787371008', 'sign', 'writing', 'stop', 'turn', 'coffee']
['817938429526691840', 'dog', 'sitting', 'laying', 'cat', 'shoes']
['817955789394558976', 'woman', 'man', 'holding', 'person', 'cell']
['817961869839306752', 'sign', 'street', 'white', 'black', 'writing']
['817965698823622657', 'woman', 'cell', 'phone', 'man', 'phones']
['817973887891861505', 'sign', 'scissors', 'signs', 'air', 'street']
['817974311613038592', 'man', 'phone', 'cell', 'talking', 'keyboard']
['817975954693701632', 'man', 'picture', 'photo', 'sign', 'writing']
['817999662942736384', 'woman', 'man', 'hat', 'children', 'young']
['818022718918402048', 'tv', 'television', 'cat', 'screen', 'keyboard']
['818061349775228928', 'sign', 'baseball', 'writing', 'air', 'player']
['818064890061606913', 'sign', 'street', 'white', 'says', 'sky']
['818093625246502912', 'sign', 'street', 'white', 'road', 'sky']
['818097407292538880', 'sign', 'keyboard', 'writing', 'signs', 'highway']
['818101417206579200', 'sign', 'wii', 'game', 'road', 'sitting']
['818105291329904641', 'white', 'sign', 'close', 'street', 'picture']
['818149108569567233', 'keyboard', 'sitting', 'screen', 'player', 'black']
['818157554035527681', 'wii', 'close', 'game', 'screen', 'white']
['818167966005137409', 'sign', 'white', 'writing', 'lines', 'parking']
['818204225423503360', 'man', 'sitting', 'skateboard', 'shorts', 'bench']
['818219707115380738', 'sign', 'cup', 'white', 'coffee', 'wall']
['818223501970735109', 'woman', 'man', 'phone', 'cell', 'boy']
['818237746175053824', 'laying', 'cat', 'car', 'road', 'sitting']
['818237749585211392', 'signs', 'street', 'sign', 'shop', 'lights']
['818237752768659457', 'cat', 'wearing', 'laying', 'hat', 'dog']
['818237767511605252', 'man', 'standing', 'woman', 'train', 'bus']
['818237781633855488', 'book', 'woman', 'keyboard', 'picture', 'photo']
['818237795235987456', 'game', 'wii', 'sign', 'writing', 'player']
['818237810943623168', 'dog', 'bed', 'laying', 'sitting', 'dogs']
['818237823249584128', 'mouse', 'keyboard', 'desk', 'scissors', 'wearing']
['818237825174929409', 'cell', 'phone', 'phones', 'people', 'woman']
['818237826760318976', 'man', 'riding', 'skateboard', 'woman', 'phone']
['818237843982131200', 'luggage', 'suitcases', 'airport', 'different', 'standing']
['818237848872591360', 'man', 'suit', 'black', 'woman', 'standing']
['818237854786719746', 'woman', 'glass', 'sitting', 'table', 'window']
['818237867621236736', 'man', 'wearing', 'woman', 'standing', 'suit']
['818237874277650432', 'man', 'woman', 'standing', 'holding', 'young']
['818237887527456768', 'man', 'suit', 'tie', 'wearing', 'standing']
['818237892820668416', 'holding', 'person', 'woman', 'hand', 'man']
['818237897040076802', 'man', 'cell', 'phone', 'woman', 'wedding']
['818237923929657345', 'book', 'white', 'store', 'sign', 'writing']
['818237927897628672', 'man', 'street', 'standing', 'woman', 'walking']
['818237943265587200', 'keyboard', 'book', 'picture', 'mouse', 'cover']
['818237951276564480', 'woman', 'cell', 'phone', 'phones', 'women']
['818237960906739712', 'woman', 'bed', 'laying', 'cat', 'young']
['818237965038075906', 'man', 'suit', 'picture', 'cake', 'wearing']
['818237966891945985', 'smiling', 'man', 'woman', 'standing', 'wearing']
['818237984281661440', 'man', 'frisbee', 'kite', 'holding', 'green']
['818237991831400448', 'woman', 'standing', 'man', 'men', 'smiling']
['818237992640843776', 'man', 'standing', 'men', 'wearing', 'couple']
['818238024911908865', 'people', 'crowd', 'cell', 'man', 'group']
['818238032532815872', 'scissors', 'pair', 'table', 'paper', 'sitting']
['818238057304440832', 'remotes', 'sitting', 'book', 'remote', 'view']
['818238063696547841', 'cell', 'phone', 'phones', 'woman', 'women']
['818238068792717312', 'cat', 'white', 'black', 'sitting', 'cake']
['818238075209850880', 'white', 'woman', 'wii', 'paper', 'glasses']
['818238081790865409', 'table', 'sitting', 'doughnut', 'coffee', 'cup']
['818238085544689664', 'woman', 'bathroom', 'white', 'room', 'wearing']
['818238095594291200', 'sign', 'street', 'turn', 'wall', 'road']
['818238105690009601', 'cake', 'like', 'birthday', 'table', 'decorated']
['818238111599751168', 'man', 'woman', 'phone', 'cell', 'looking']
['818238112895598592', 'woman', 'wearing', 'young', 'phone', 'hair']
['818238113872916480', 'woman', 'mirror', 'young', 'child', 'boy']
['818238116423200773', 'wii', 'cell', 'writing', 'smart', 'game']
['818238120487325696', 'holding', 'person', 'hand', 'doughnut', 'frisbee']
['818238123532578819', 'plate', 'sitting', 'cake', 'sunset', 'close']
['818238125356949504', 'man', 'cell', 'woman', 'phones', 'holding']
['818238141295394816', 'woman', 'wearing', 'standing', 'stands', 'surfboard']
['818238159112650754', 'people', 'group', 'cake', 'table', 'chocolate']
['818238188447825921', 'standing', 'people', 'group', 'picture', 'men']
['818238190939152385', 'brushing', 'teeth', 'smiling', 'mouth', 'camera']
['818238212707614723', 'man', 'woman', 'cell', 'phone', 'window']
['818238224279683072', 'sign', 'street', 'signs', 'turn', 'sky']
['818238225739354112', 'air', 'close', 'controllers', 'types', 'features']
['818238229623308288', 'man', 'holding', 'red', 'woman', 'wearing']
['818238232190140416', 'woman', 'crowd', 'people', 'cell', 'phone']
['818238233662193666', 'phone', 'cell', 'talking', 'man', 'woman']
['818238234153066496', 'scissors', 'air', 'hand', 'paper', 'pair']
['818238239349895168', 'woman', 'sitting', 'phone', 'cell', 'laptop']
['818238241866399750', 'controller', 'holding', 'wii', 'game', 'young']
['818238242952740865', 'man', 'woman', 'white', 'holding', 'standing']
['818238332056416256', 'people', 'man', 'woman', 'cake', 'playing']
['818238351270612994', 'horse', 'people', 'woman', 'near', 'house']
['818238358543593472', 'different', 'kitchen', 'food', 'cup', 'table']
['818238375467618304', 'cell', 'man', 'phone', 'phones', 'people']
['818238377484922880', 'man', 'people', 'dog', 'street', 'watching']
['818238388683898884', 'sign', 'street', 'white', 'writing', 'lines']
['818238400113364992', 'cat', 'standing', 'window', 'black', 'looking']
['818238405989449732', 'man', 'cell', 'talking', 'phone', 'young']
['818238414818578433', 'man', 'cell', 'phone', 'woman', 'talking']
['818238424822022144', 'person', 'holding', 'hand', 'shorts', 'man']
['818238426503737344', 'keyboard', 'signs', 'sign', 'writing', 'book']
['818238428588494848', 'woman', 'standing', 'man', 'mirror', 'phone']
['818238440680493058', 'man', 'riding', 'group', 'people', 'ball']
['818238441783783426', 'woman', 'red', 'shirt', 'wearing', 'talking']
['818238451912802304', 'group', 'team', 'soccer', 'players', 'men']
['818238459332722689', 'black', 'women', 'people', 'men', 'white']
['818238473752588290', 'woman', 'young', 'holding', 'girl', 'cell']
['818238480828481546', 'man', 'field', 'playing', 'surfboard', 'men']
['818238482468352000', 'man', 'woman', 'tie', 'wearing', 'shirt']
['818238482883706884', 'woman', 'women', 'tennis', 'holding', 'sitting']
['818238494149472256', 'kitchen', 'room', 'toys', 'shelf', 'flowers']
['818238497253367808', 'woman', 'man', 'wearing', 'hat', 'face']
['818238497475665921', 'man', 'standing', 'woman', 'wearing', 'shirt']
['818238497752498176', 'man', 'white', 'wearing', 'tie', 'standing']
['818238512642330629', 'scissors', 'pair', 'white', 'mouse', 'cup']
['818238516987568129', 'man', 'woman', 'doughnut', 'donut', 'holding']
['818238517704675329', 'wine', 'table', 'glass', 'counter', 'sitting']
['818238520074633220', 'men', 'standing', 'posing', 'group', 'picture']
['818238534251266048', 'man', 'suit', 'sitting', 'standing', 'wearing']
['818238534280708097', 'scissors', 'pair', 'blue', 'table', 'hanging']
['818238538391154689', 'man', 'phone', 'cell', 'holding', 'woman']
['818238541918519296', 'woman', 'surfboard', 'smiling', 'lady', 'girl']
['818238542153416704', 'sign', 'displayed', 'hanging', 'yellow', 'wall']
['818238553616420864', 'woman', 'standing', 'sitting', 'mirror', 'talking']
['818238554430054402', 'oranges', 'box', 'pile', 'slices', 'apples']
['818238554866327553', 'woman', 'phone', 'cell', 'man', 'talking']
['818238557093498881', 'man', 'toothbrush', 'holding', 'hair', 'stuffed']
['818238568632094720', 'man', 'suit', 'tie', 'wearing', 'dressed']
['818238572679536640', 'woman', 'young', 'blue', 'cell', 'phone']
['818238583765090306', 'table', 'doughnut', 'person', 'glass', 'plate']
['818238598533251072', 'wearing', 'tie', 'shirt', 'woman', 'hair']
['818238610042404868', 'woman', 'man', 'wearing', 'holding', 'standing']
['818238625422909444', 'man', 'men', 'phones', 'cell', 'picture']
['818238627427786752', 'standing', 'sitting', 'people', 'beach', 'green']
['818238630124601344', 'man', 'woman', 'riding', 'standing', 'holding']
['818238630946885634', 'white', 'woman', 'brushing', 'toothbrush', 'teeth']
['818238646386036739', 'young', 'girl', 'woman', 'boy', 'wearing']
['818238648214814722', 'street', 'woman', 'man', 'people', 'crowd']
['818238648915148800', 'man', 'woman', 'phone', 'cell', 'shirt']
['818238663788208129', 'playing', 'people', 'man', 'street', 'woman']
['818238674936598528', 'scissors', 'table', 'pair', 'pink', 'assortment']
['818238678472491009', 'woman', 'man', 'people', 'party', 'men']
['818238683270811653', 'beach', 'people', 'sitting', 'sandy', 'green']
['818238688081678336', 'sign', 'coffee', 'signs', 'writing', 'keyboard']
['818238689285382144', 'woman', 'standing', 'phone', 'shirt', 'cell']
['818238690103328768', 'wearing', 'tie', 'woman', 'hat', 'young']
['818238696277344257', 'woman', 'wearing', 'man', 'picture', 'tie']
['818238705366220801', 'cell', 'man', 'woman', 'phone', 'suit']
['818238712106532864', 'sitting', 'open', 'table', 'case', 'laptop']
['818238714627457024', 'plate', 'close', 'slices', 'table', 'sitting']
['818238716158169089', 'sign', 'street', 'white', 'close', 'sky']
['818238734793523200', 'people', 'crowd', 'group', 'team', 'standing']
['818238742272020481', 'woman', 'man', 'tie', 'phone', 'shirt']
['818238746751537152', 'woman', 'young', 'cake', 'boy', 'plate']
['818238758008954880', 'microwave', 'kitchen', 'woman', 'store', 'picture']
['818238772143915010', 'woman', 'phone', 'cell', 'pink', 'talking']
['818238790624038913', 'snow', 'white', 'sitting', 'ground', 'laying']
['818238830335574016', 'woman', 'cell', 'phone', 'standing', 'shirt']
