['682716753374351360', 'different', 'display', 'types', 'sitting', 'donuts']
['818606469855776768', 'woman', 'face', 'wearing', 'phone', 'hair']
['818606494916771840', 'street', 'sign', 'signs', 'sitting', 'different']
['818606501732483074', 'frisbee', 'dog', 'laying', 'grass', 'sitting']
['818606504907538432', 'cat', 'sitting', 'looking', 'brown', 'bottle']
['818606510368505856', 'sign', 'baseball', 'red', 'white', 'bat']
['818606533055549440', 'sitting', 'men', 'man', 'group', 'people']
['818606534263353344', 'cat', 'black', 'sitting', 'laying', 'dog']
['818606537245499392', 'man', 'sitting', 'people', 'laying', 'game']
['818606574755160064', 'sign', 'stop', 'street', 'red', 'graffiti']
['818606575850057728', 'forest', 'trees', 'sitting', 'tree', 'bench']
['818606587313004544', 'man', 'people', 'train', 'black', 'sitting']
['818606588231553024', 'horse', 'standing', 'horses', 'field', 'background']
['818606600734830592', 'sign', 'sitting', 'white', 'street', 'grass']
['818606602760679424', 'man', 'woman', 'holding', 'black', 'wearing']
['818606625439252480', 'different', 'signs', 'sitting', 'picture', 'sign']
['818606631017738241', 'man', 'holding', 'picture', 'skateboard', 'sitting']
['818606645752266752', 'man', 'holding', 'wearing', 'red', 'woman']
['818606650479218688', 'truck', 'sitting', 'display', 'red', 'graffiti']
['818606677289299968', 'phone', 'man', 'cell', 'woman', 'taking']
['818606709291810816', 'tree', 'sitting', 'red', 'holding', 'hanging']
['818606718871601152', 'dog', 'laying', 'man', 'dogs', 'sitting']
['818606725020454912', 'person', 'sitting', 'hand', 'man', 'holding']
['818606727386058752', 'white', 'dog', 'sitting', 'inside', 'looking']
['818606727935492096', 'man', 'tie', 'wearing', 'holding', 'suit']
['818606738320433152', 'man', 'holding', 'woman', 'phone', 'cell']
['818606740887470081', 'black', 'laying', 'sitting', 'white', 'bear']
['818606741256601601', 'men', 'standing', 'man', 'suits', 'suit']
['818606747975815169', 'bench', 'sitting', 'group', 'men', 'sit']
['818606757173952512', 'flowers', 'teddy', 'tree', 'christmas', 'sitting']
['818606758633570304', 'sitting', 'stuffed', 'laying', 'hat', 'cat']
['818606763675160576', 'frisbee', 'dog', 'laying', 'grass', 'sitting']
['818606774643294210', 'bear', 'boy', 'teddy', 'holding', 'wearing']
['818606778913091584', 'black', 'white', 'picture', 'sitting', 'sign']
['818606787410661376', 'cat', 'sitting', 'white', 'laying', 'looking']
['818606787498770432', 'sitting', 'man', 'night', 'person', 'lit']
['818606804607401985', 'stuffed', 'cake', 'sitting', 'like', 'items']
['818606818515701760', 'white', 'sign', 'sitting', 'dark', 'picture']
['818606820679946245', 'sign', 'street', 'road', 'grass', 'sitting']
['818606835586437120', 'woman', 'man', 'sitting', 'holding', 'phone']
['818606848836182016', 'woman', 'phone', 'cell', 'looking', 'sitting']
['818606852321615872', 'sitting', 'bench', 'man', 'men', 'woman']
['818606853584195584', 'baseball', 'player', 'bat', 'ball', 'holding']
['818606854519619584', 'man', 'woman', 'bench', 'sitting', 'skateboard']
['818606863168180230', 'sitting', 'baseball', 'man', 'green', 'picture']
['818606875331690497', 'teddy', 'store', 'man', 'sitting', 'stuffed']
['818606883602894848', 'scissors', 'sitting', 'table', 'controllers', 'sit']
['818606887327465473', 'black', 'picture', 'white', 'different', 'sign']
['818606904020606977', 'sign', 'street', 'pole', 'tree', 'sitting']
['818606904863838210', 'man', 'tennis', 'air', 'player', 'skateboard']
['818606910249242624', 'sign', 'picture', 'black', 'white', 'sitting']
['818606911251709952', 'man', 'player', 'baseball', 'white', 'ball']
['818606912816214018', 'people', 'truck', 'men', 'man', 'group']
['818606927659802625', 'man', 'sitting', 'people', 'playing', 'men']
['818606929526276096', 'black', 'white', 'cat', 'wearing', 'laying']
['818606930583289861', 'horse', 'standing', 'brown', 'fence', 'horses']
['818606932575469568', 'man', 'tennis', 'court', 'player', 'ball']
['818606950208323585', 'truck', 'street', 'road', 'sign', 'man']
['818606952058093568', 'plate', 'bread', 'sitting', 'cheese', 'sandwich']
['818606962082533376', 'man', 'woman', 'sitting', 'men', 'holding']
['818606981955063808', 'man', 'street', 'people', 'person', 'elephant']
['818607020962152450', 'signs', 'different', 'street', 'store', 'types']
['818607027467522048', 'man', 'sitting', 'player', 'black', 'woman']
['818607027735896066', 'men', 'man', 'tennis', 'holding', 'player']
['818607027853361152', 'man', 'street', 'person', 'black', 'sitting']
['818607036380409861', 'phone', 'woman', 'cell', 'sitting', 'man']
['818607039568113667', 'sign', 'street', 'signs', 'man', 'writing']
['818607063060320257', 'soccer', 'playing', 'ball', 'frisbee', 'men']
['818607095658332161', 'man', 'woman', 'holding', 'standing', 'street']
['818607112964050944', 'room', 'man', 'sitting', 'living', 'woman']
['818607120933421056', 'picture', 'photo', 'black', 'sitting', 'white']
['818607121336070145', 'playing', 'game', 'sitting', 'people', 'men']
['818607129615593473', 'sitting', 'man', 'men', 'couch', 'woman']
['818607130253160452', 'woman', 'man', 'looking', 'hair', 'phone']
['818607132018872320', 'white', 'laying', 'sitting', 'picture', 'bed']
['818607135626035200', 'sign', 'picture', 'sitting', 'writing', 'screen']
['818607138796949504', 'room', 'people', 'men', 'living', 'man']
['818607139031695360', 'holding', 'man', 'woman', 'girl', 'playing']
['818607147411869696', 'plate', 'food', 'vegetables', 'white', 'broccoli']
['818607149379162112', 'skateboard', 'man', 'skateboarder', 'jump', 'trick']
['818607152533241856', 'sign', 'street', 'black', 'signs', 'white']
['818607155695779841', 'truck', 'car', 'sitting', 'old', 'black']
['818607163107119105', 'black', 'street', 'sign', 'photo', 'sitting']
['818607180014383105', 'teddy', 'bear', 'baby', 'large', 'woman']
['818607182266695682', 'man', 'sitting', 'woman', 'table', 'food']
['818607189552144384', 'man', 'sitting', 'black', 'woman', 'suit']
['818607191812960258', 'sign', 'red', 'white', 'writing', 'different']
['818607194547568642', 'men', 'standing', 'picture', 'posing', 'group']
['818607213132546050', 'man', 'teddy', 'holding', 'bear', 'woman']
['818607213879107584', 'water', 'bird', 'boat', 'man', 'white']
['818607216056029184', 'baseball', 'picture', 'game', 'sign', 'different']
['818607230832570368', 'men', 'man', 'picture', 'people', 'holding']
['818607240596914176', 'truck', 'road', 'bed', 'parked', 'car']
['818607244069797888', 'bears', 'food', 'animals', 'standing', 'stuffed']
['818607262335954945', 'park', 'road', 'bench', 'benches', 'trees']
['818607291150856192', 'sitting', 'sign', 'lines', 'street', 'pole']
['818607310410915841', 'woman', 'holding', 'man', 'wearing', 'face']
['818607313422548992', 'man', 'sign', 'holding', 'woman', 'picture']
['818607325854494720', 'man', 'suit', 'wearing', 'woman', 'standing']
['818607332963794944', 'man', 'suit', 'sitting', 'wearing', 'tie']
['818607349271326720', 'laying', 'bed', 'sitting', 'dogs', 'dog']
['818607360965013505', 'man', 'holding', 'wii', 'game', 'playing']
['818607361040543744', 'man', 'standing', 'frisbee', 'holding', 'woman']
['818607385887420420', 'tennis', 'man', 'woman', 'standing', 'holding']
['818607387351412736', 'people', 'room', 'sitting', 'living', 'group']
['818607414824026112', 'man', 'woman', 'men', 'sitting', 'people']
['818607418972184576', 'sitting', 'wall', 'street', 'sign', 'building']
['818607425184026625', 'man', 'men', 'people', 'couple', 'holding']
['818607428686217217', 'white', 'cat', 'sheep', 'sitting', 'laying']
['818607429726404610', 'man', 'sitting', 'woman', 'bench', 'men']
['818607440145027072', 'man', 'sitting', 'bench', 'white', 'wearing']
['818607444628803585', 'bed', 'sitting', 'laying', 'man', 'couch']
['818607444679159808', 'men', 'man', 'holding', 'standing', 'woman']
['818607465876975616', 'people', 'group', 'street', 'walking', 'tower']
['818607468351725568', 'man', 'street', 'parking', 'sign', 'truck']
['818607486328573953', 'building', 'sitting', 'street', 'outside', 'store']
['818607495019040768', 'sign', 'wall', 'picture', 'photo', 'display']
['818607497313390592', 'man', 'motorcycle', 'street', 'wearing', 'riding']
['818607516795936770', 'woman', 'sitting', 'phone', 'cell', 'holding']
['818607541705994240', 'man', 'plane', 'airplane', 'sitting', 'runway']
['818607544029450240', 'sitting', 'man', 'bench', 'woman', 'men']
['818607549511442432', 'man', 'holding', 'woman', 'baseball', 'bat']
['818607553114292224', 'lit', 'night', 'lights', 'christmas', 'sitting']
['818607555526045696', 'man', 'wii', 'men', 'game', 'playing']
['818607556759261185', 'man', 'wearing', 'woman', 'phone', 'holding']
['818607556910313472', 'street', 'sign', 'signs', 'people', 'man']
['818607557514248192', 'street', 'sign', 'sitting', 'black', 'night']
['818607565193871360', 'man', 'air', 'skateboard', 'jump', 'skateboarder']
['818607568335552513', 'woman', 'man', 'phone', 'cell', 'looking']
['818607576728244224', 'group', 'team', 'picture', 'standing', 'men']
['818607590435409920', 'holding', 'wearing', 'woman', 'girl', 'young']
['818607614154182657', 'giraffes', 'road', 'standing', 'couple', 'train']
['818607618881179648', 'plate', 'sitting', 'food', 'bread', 'meat']
['818607625030004738', 'street', 'sign', 'sitting', 'birds', 'traffic']
['818607630180581378', 'blue', 'colorful', 'colored', 'train', 'sitting']
['818607638686613506', 'snow', 'trees', 'man', 'riding', 'person']
['818607645074554880', 'black', 'trees', 'flying', 'white', 'sitting']
['818607648832688129', 'flying', 'sky', 'planes', 'white', 'airplanes']
['818607666532589571', 'tennis', 'picture', 'white', 'sitting', 'lit']
['818607670320099329', 'man', 'people', 'motorcycle', 'baseball', 'sitting']
['818607685113380865', 'teeth', 'brushing', 'woman', 'toothbrush', 'face']
['818607703140352002', 'man', 'woman', 'men', 'sitting', 'phone']
['818607707762597889', 'playing', 'soccer', 'group', 'baseball', 'game']
['818607709750784000', 'man', 'holding', 'wearing', 'player', 'baseball']
['818607718437101568', 'clock', 'sitting', 'window', 'wall', 'picture']
['818607724036505601', 'picture', 'people', 'black', 'white', 'photo']
['818607730126688258', 'men', 'man', 'picture', 'black', 'sitting']
['818607755439112192', 'man', 'woman', 'wearing', 'white', 'sitting']
['818607756223475712', 'man', 'tennis', 'sitting', 'holding', 'screen']
['818607770190516224', 'sign', 'picture', 'black', 'street', 'sitting']
['818607792139497474', 'skateboard', 'boy', 'young', 'skate', 'riding']
['818607793255092224', 'street', 'sign', 'signs', 'pole', 'road']
['818607794203070464', 'holding', 'man', 'wearing', 'woman', 'teeth']
['818607794270142464', 'man', 'plane', 'airplane', 'sitting', 'runway']
['818607809554186244', 'different', 'photos', 'items', 'pictures', 'filled']
['818607822833188864', 'man', 'woman', 'phone', 'wearing', 'cell']
['818607829489577984', 'night', 'trees', 'sun', 'dark', 'sunset']
['818607829850476544', 'man', 'holding', 'wearing', 'tie', 'woman']
['818607830806761472', 'black', 'picture', 'white', 'photo', 'sitting']
['818607831800745988', 'people', 'crowd', 'group', 'man', 'traffic']
['818607861936824320', 'man', 'tennis', 'holding', 'woman', 'racket']
['818607871684440064', 'man', 'skateboard', 'player', 'tennis', 'ball']
['818607877338398720', 'playing', 'sitting', 'group', 'people', 'stuffed']
['818607877636161536', 'plate', 'food', 'cake', 'sitting', 'meat']
['818607882568663041', 'wearing', 'young', 'man', 'teeth', 'boy']
['818607888214196225', 'white', 'black', 'sitting', 'scissors', 'air']
['818607895839408128', 'photo', 'black', 'flock', 'picture', 'trees']
['818607903959453696', 'tie', 'wearing', 'shirt', 'man', 'red']
['818607904597168128', 'sign', 'sitting', 'bench', 'food', 'man']
['818607917746290688', 'street', 'sign', 'signs', 'pole', 'white']
['818607917872062465', 'sitting', 'man', 'people', 'group', 'men']
['818607943453179904', 'black', 'white', 'picture', 'sitting', 'man']
['818607943843098624', 'man', 'teddy', 'holding', 'men', 'bear']
['818607947706200064', 'picture', 'black', 'white', 'sitting', 'photo']
['818607975568904194', 'birds', 'sitting', 'tree', 'white', 'clock']
['818607977632440320', 'sitting', 'laptop', 'table', 'different', 'wooden']
['818608007005270016', 'trees', 'tree', 'street', 'sitting', 'park']
['818608015746236417', 'bear', 'teddy', 'holding', 'stuffed', 'wearing']
['818608017910464513', 'train', 'station', 'sitting', 'street', 'building']
['818608024117854208', 'sitting', 'baby', 'bench', 'laying', 'woman']
['818608086701092864', 'man', 'wearing', 'picture', 'sitting', 'hat']
['818608097107279872', 'man', 'people', 'holding', 'men', 'group']
['818608108708757512', 'black', 'bear', 'sitting', 'wearing', 'man']
['818608110323404800', 'man', 'picture', 'sign', 'people', 'men']
['818608110482825216', 'baseball', 'red', 'player', 'bat', 'holding']
['818608112403881984', 'soccer', 'group', 'team', 'playing', 'frisbee']
['818608125569826816', 'man', 'suit', 'tie', 'wearing', 'men']
['818608129357344768', 'baseball', 'sitting', 'man', 'player', 'people']
['818608130603020288', 'man', 'wearing', 'tie', 'holding', 'woman']
['818608132393832448', 'horses', 'field', 'grass', 'cows', 'running']
['818608135829127168', 'building', 'sitting', 'street', 'outside', 'white']
['818608137167060993', 'man', 'holding', 'woman', 'picture', 'men']
['818608155995283457', 'sign', 'cake', 'lined', 'scissors', 'different']
['818608175767240704', 'man', 'truck', 'street', 'sitting', 'woman']
['818608194603913216', 'zebra', 'woman', 'man', 'looking', 'head']
['818608197594480640', 'man', 'holding', 'wearing', 'sitting', 'flowers']
['818608204498305024', 'white', 'sitting', 'wall', 'clock', 'sign']
['818608207421640704', 'television', 'screen', 'tv', 'sitting', 'room']
['818608212974911489', 'man', 'air', 'player', 'jumping', 'baseball']
['818608214967078914', 'man', 'holding', 'smiling', 'sitting', 'wearing']
['818608215327813632', 'woman', 'man', 'bed', 'white', 'teeth']
['818608219979476992', 'sitting', 'man', 'men', 'people', 'table']
['818608227181088768', 'man', 'holding', 'woman', 'baseball', 'bat']
['818608227873071107', 'men', 'tennis', 'court', 'holding', 'women']
['818608229462712320', 'street', 'sign', 'signs', 'sitting', 'writing']
['818608234563072000', 'group', 'people', 'picture', 'airport', 'standing']
['818608235435458564', 'people', 'sitting', 'men', 'man', 'group']
['818608240137293824', 'street', 'sign', 'signs', 'pole', 'road']
['818608240275628032', 'man', 'sitting', 'elephant', 'woman', 'people']
['818608250715275264', 'man', 'riding', 'board', 'skateboard', 'wave']
['818608258784952321', 'group', 'team', 'standing', 'tennis', 'picture']
['818608262681624576', 'man', 'woman', 'phone', 'holding', 'wearing']
['818608265638580225', 'man', 'black', 'street', 'air', 'sign']
['818608265865138176', 'signs', 'street', 'sign', 'sitting', 'pole']
['818608266003578880', 'sitting', 'man', 'men', 'woman', 'kitchen']
['818608268083863552', 'man', 'player', 'sitting', 'tennis', 'game']
['818608269178601472', 'sign', 'sitting', 'white', 'picture', 'writing']
['818608270009073665', 'baby', 'teeth', 'brushing', 'young', 'boy']
['818608276321562626', 'teeth', 'brushing', 'young', 'mouth', 'little']
['818608278074773505', 'clock', 'wall', 'sitting', 'table', 'white']
['818608282981933057', 'parked', 'cars', 'street', 'building', 'car']
['818612214361825280', 'white', 'sitting', 'bathroom', 'toilet', 'wall']
['818612685570850817', 'white', 'sitting', 'sign', 'black', 'picture']
['818620190657310720', 'man', 'baseball', 'black', 'player', 'air']
['818639364875960320', 'red', 'wearing', 'hat', 'black', 'man']
['818641490499031040', 'picture', 'white', 'black', 'sitting', 'photo']
['818641711052292097', 'sitting', 'white', 'fence', 'birds', 'wall']
['818647867229425664', 'signs', 'street', 'sign', 'different', 'close']
['818661425480466432', 'sitting', 'different', 'picture', 'keyboard', 'white']
['818666250134032384', 'woman', 'man', 'people', 'taking', 'looking']
['818694441745534976', 'men', 'man', 'standing', 'holding', 'people']
['818704876741898240', 'man', 'woman', 'holding', 'wearing', 'hat']
['818743895790125057', 'man', 'holding', 'wearing', 'sitting', 'baseball']
['818773590833131520', 'pizza', 'plate', 'sitting', 'white', 'toppings']
['818775691877453824', 'man', 'picture', 'men', 'sign', 'woman']
['818813506023723008', 'plane', 'sitting', 'parked', 'airplane', 'road']
['818861869385531393', 'sitting', 'laying', 'white', 'table', 'man']
['818892523087265794', 'street', 'sign', 'signs', 'traffic', 'pole']
['818892946544074753', 'street', 'sign', 'signs', 'night', 'road']
['818893019990687747', 'sign', 'street', 'signs', 'sitting', 'road']
['818926628365549571', 'cat', 'sitting', 'laying', 'keyboard', 'white']
['819002953277337600', 'red', 'truck', 'sitting', 'light', 'large']
['819024412829683712', 'road', 'truck', 'car', 'black', 'sitting']
['819061396025421827', 'person', 'game', 'baseball', 'table', 'sitting']
['819068858090688512', 'sign', 'traffic', 'light', 'street', 'apple']
['819068897311789057', 'man', 'suit', 'wearing', 'tie', 'black']
['819095654496542721', 'people', 'giraffes', 'water', 'horses', 'group']
['819112221988880384', 'man', 'woman', 'game', 'baseball', 'black']
['819154831340433414', 'sitting', 'store', 'man', 'person', 'outside']
['819158842147803136', 'street', 'sign', 'signs', 'sitting', 'white']
['819183455187640321', 'sign', 'yellow', 'sitting', 'apple', 'street']
['819226999206068224', 'skateboard', 'man', 'boy', 'young', 'sitting']
['819267151844483072', 'sign', 'sitting', 'picture', 'white', 'black']
['819270743691264000', 'kitchen', 'room', 'floor', 'area', 'sitting']
['819287386312032256', 'sitting', 'people', 'men', 'group', 'table']
['819288036802445324', 'signs', 'sitting', 'sign', 'different', 'traffic']
['819290904540246016', 'black', 'picture', 'remote', 'white', 'sitting']
['819291410214043652', 'different', 'signs', 'store', 'types', 'bunch']
['819295937487142912', 'sitting', 'sign', 'store', 'items', 'display']
['819302955388170240', 'white', 'picture', 'black', 'flying', 'trees']
['819314913898336256', 'sign', 'clock', 'sitting', 'wall', 'photo']
['819322624022974464', 'sign', 'store', 'man', 'street', 'signs']
['819322635439980545', 'water', 'river', 'field', 'people', 'sitting']
['819322641211359233', 'man', 'sitting', 'holding', 'woman', 'wearing']
['819322653584531457', 'white', 'cat', 'laying', 'sitting', 'bear']
['819322655736295425', 'man', 'sitting', 'laying', 'black', 'bench']
['819322665609490432', 'holding', 'man', 'wearing', 'stuffed', 'picture']
['819322667878805504', 'man', 'black', 'sign', 'sitting', 'cat']
['819322677752107008', 'man', 'woman', 'standing', 'door', 'window']
['819322678188318721', 'sign', 'white', 'street', 'black', 'sitting']
['819322683573706752', 'man', 'holding', 'person', 'hat', 'wearing']
['819322684324585472', 'man', 'tennis', 'holding', 'black', 'white']
['819322692675534848', 'sitting', 'people', 'train', 'water', 'vegetables']
['819322694348832770', 'man', 'sitting', 'laying', 'woman', 'person']
['819322700955054081', 'living', 'room', 'couch', 'television', 'large']
['819322736233287680', 'man', 'woman', 'sitting', 'holding', 'taking']
['819322736438890497', 'white', 'sitting', 'table', 'skateboard', 'board']
['819322738762534912', 'black', 'photo', 'white', 'water', 'sitting']
['819322758274437121', 'truck', 'red', 'parked', 'car', 'black']
['819322773315211264', 'signs', 'street', 'different', 'sitting', 'bunch']
['819322781808656385', 'man', 'sitting', 'laptop', 'woman', 'holding']
['819322790159360000', 'woman', 'phone', 'cell', 'wearing', 'holding']
['819322792244080645', 'woman', 'man', 'standing', 'phone', 'taking']
['819322797000458240', 'yellow', 'sitting', 'banana', 'white', 'bananas']
['819322805401419776', 'woman', 'looking', 'man', 'horse', 'sitting']
['819322809398738944', 'man', 'signs', 'building', 'air', 'street']
['819322815375491073', 'eating', 'man', 'donut', 'woman', 'holding']
['819322816961114112', 'man', 'red', 'woman', 'holding', 'wearing']
['819322830978502656', 'woman', 'teeth', 'laying', 'man', 'dog']
['819322845033627649', 'woman', 'man', 'sitting', 'wearing', 'phone']
['819322848091238400', 'man', 'phone', 'cell', 'wearing', 'woman']
['819322856555315200', 'men', 'group', 'sitting', 'picture', 'holding']
['819322857868107778', 'man', 'suit', 'tie', 'wearing', 'young']
['819322865661186052', 'group', 'people', 'luggage', 'line', 'waiting']
['819322900901756929', 'laying', 'grass', 'dog', 'white', 'brown']
['819322905750306816', 'group', 'sitting', 'people', 'picture', 'men']
['819322907339976710', 'tennis', 'player', 'man', 'ball', 'court']
['819322910997237760', 'woman', 'man', 'teeth', 'brushing', 'cell']
['819322916458430465', 'woman', 'phone', 'cell', 'talking', 'man']
['819322917930442752', 'baseball', 'man', 'men', 'holding', 'black']
['819322918681346049', 'group', 'men', 'standing', 'people', 'bench']
['819322954425270276', 'man', 'men', 'sign', 'traffic', 'street']
['819322965250674689', 'street', 'signs', 'sign', 'different', 'sitting']
['819322966710353921', 'black', 'picture', 'white', 'sitting', 'sign']
['819322974989930496', 'black', 'white', 'baseball', 'picture', 'field']
['819322975317004288', 'air', 'man', 'skateboard', 'trick', 'skateboarder']
['819322978366156800', 'black', 'motorcycle', 'sitting', 'items', 'laying']
['819322981662867462', 'truck', 'road', 'sign', 'street', 'sitting']
['819322990806568960', 'bench', 'sitting', 'wooden', 'outside', 'laying']
['819322996561215488', 'train', 'black', 'station', 'street', 'city']
['819322997051891712', 'bathroom', 'room', 'lights', 'light', 'window']
['819323016584761345', 'man', 'fruit', 'holding', 'sitting', 'hand']
['819323019759849477', 'snow', 'lake', 'water', 'trees', 'sitting']
['819323031227080704', 'man', 'baseball', 'sitting', 'player', 'game']
['819323038344904705', 'sitting', 'sign', 'street', 'wall', 'white']
['819323044615294976', 'sign', 'remote', 'different', 'sitting', 'signs']
['819323068040564736', 'flying', 'man', 'air', 'large', 'white']
['819323070339026944', 'sitting', 'vegetables', 'water', 'filled', 'flowers']
['819323070578094082', 'man', 'woman', 'men', 'picture', 'phone']
['819323102316335105', 'street', 'signs', 'sign', 'different', 'building']
['819323104761679872', 'people', 'room', 'store', 'sitting', 'man']
['819323121857662976', 'man', 'men', 'suit', 'people', 'suits']
['819323123887734788', 'group', 'people', 'men', 'picture', 'standing']
['819323126211346433', 'sign', 'black', 'street', 'white', 'sitting']
['819323132242599936', 'woman', 'holding', 'phone', 'cell', 'man']
['819323135883362305', 'tennis', 'man', 'player', 'ball', 'court']
['819323140966780929', 'people', 'men', 'man', 'group', 'sitting']
['819323155420479488', 'teddy', 'holding', 'bear', 'boy', 'woman']
['819323155806294017', 'baseball', 'people', 'game', 'playing', 'group']
['819323163431477248', 'sign', 'street', 'signs', 'writing', 'different']
['819323165662965762', 'people', 'sun', 'flying', 'large', 'city']
['819323180686970883', 'black', 'man', 'wearing', 'riding', 'sitting']
['819323182146580480', 'man', 'white', 'picture', 'photo', 'black']
['819323182666481664', 'wall', 'white', 'bed', 'sitting', 'water']
['819323205034774528', 'red', 'white', 'black', 'sitting', 'picture']
['819323209694793728', 'woman', 'man', 'sitting', 'holding', 'keyboard']
['819323210688774147', 'man', 'holding', 'wearing', 'hat', 'sitting']
['819323222378188801', 'kitchen', 'men', 'man', 'people', 'sitting']
['819323234499706880', 'sitting', 'white', 'black', 'picture', 'photo']
['819323260705841156', 'cat', 'sitting', 'dog', 'laying', 'looking']
['819323275515817984', 'woman', 'holding', 'man', 'boy', 'picture']
['819323276249993216', 'street', 'signs', 'sign', 'different', 'road']
['819323277462085632', 'street', 'sign', 'train', 'road', 'signs']
['819323286228189184', 'plate', 'sitting', 'sandwich', 'cake', 'table']
['819323292632879104', 'cat', 'black', 'laying', 'sitting', 'bed']
['819323294486765573', 'red', 'sitting', 'close', 'white', 'apple']
['819323296055492614', 'holding', 'wearing', 'woman', 'man', 'face']
['819323299398373376', 'sign', 'white', 'street', 'sitting', 'scissors']
['819323307396890624', 'men', 'man', 'phone', 'cell', 'woman']
['819323313352822784', 'skateboard', 'man', 'riding', 'trick', 'wearing']
['819323316523700225', 'people', 'sitting', 'room', 'group', 'living']
['819323322978672641', 'sitting', 'man', 'table', 'writing', 'wall']
['819323343954477056', 'sitting', 'men', 'man', 'people', 'sit']
['819323350380003328', 'sunset', 'beach', 'road', 'sun', 'water']
['819323351105753089', 'man', 'sign', 'people', 'street', 'woman']
['819323352032669697', 'man', 'sitting', 'holding', 'woman', 'laying']
['819323356105175042', 'laying', 'cat', 'white', 'sleeping', 'dog']
['819323359020404736', 'man', 'player', 'baseball', 'holding', 'sign']
['819323382709809153', 'cat', 'dog', 'brown', 'laying', 'cats']
['819323396282613760', 'white', 'grass', 'birds', 'ground', 'laying']
['819323402498572288', 'holding', 'man', 'frisbee', 'woman', 'grass']
['819323407758229505', 'black', 'picture', 'photo', 'sitting', 'white']
['819323408450224129', 'wearing', 'teeth', 'man', 'woman', 'face']
['819323423264477184', 'sign', 'street', 'man', 'traffic', 'signs']
['819323444097585153', 'picture', 'white', 'black', 'photo', 'sign']
['819323451940962305', 'teddy', 'bear', 'man', 'bears', 'stuffed']
['819323454616956928', 'baseball', 'player', 'man', 'ball', 'game']
['819323454721847304', 'sitting', 'people', 'couch', 'woman', 'man']
['819323457011875840', 'sitting', 'bag', 'bananas', 'basket', 'pile']
['819323488884375557', 'group', 'standing', 'men', 'picture', 'people']
['819323491312893952', 'man', 'frisbee', 'playing', 'young', 'riding']
['819323497155436544', 'sitting', 'man', 'men', 'laptop', 'couch']
['819323502935347200', 'teddy', 'bear', 'holding', 'sitting', 'stuffed']
['819323504302714880', 'men', 'man', 'baseball', 'sitting', 'soccer']
['819323508077510657', 'white', 'man', 'dog', 'woman', 'wearing']
['819323514851328000', 'display', 'case', 'different', 'food', 'filled']
['819323528252162048', 'plate', 'bowl', 'cup', 'sitting', 'food']
['819323545859690496', 'train', 'station', 'sitting', 'clock', 'building']
['819323562335014912', 'player', 'baseball', 'man', 'ball', 'bat']
['819323564763529216', 'sitting', 'street', 'sign', 'attached', 'scissors']
['819323570933432320', 'dog', 'sitting', 'hot', 'donut', 'bread']
['819323571478597633', 'men', 'people', 'standing', 'suits', 'man']
['819323577119948801', 'woman', 'phone', 'cell', 'talking', 'taking']
['819323616227639296', 'man', 'phone', 'cell', 'wearing', 'holding']
['819323624528211968', 'man', 'red', 'woman', 'people', 'suit']
['819323633986392065', 'cat', 'white', 'black', 'sitting', 'laying']
['819323636293189634', 'bear', 'sitting', 'riding', 'red', 'teddy']
['819323636762939392', 'sign', 'street', 'signs', 'sitting', 'train']
['819323637828374529', 'sitting', 'group', 'holding', 'girls', 'picture']
['819323638310727685', 'black', 'picture', 'sign', 'sitting', 'photo']
['819323645319319555', 'road', 'trees', 'street', 'park', 'sitting']
['819323658955096064', 'clock', 'tree', 'sitting', 'birds', 'bird']
['819323661953986561', 'baseball', 'team', 'picture', 'holding', 'white']
['819323687916736512', 'cat', 'looking', 'white', 'brown', 'close']
['819323695281934336', 'different', 'game', 'baseball', 'display', 'types']
['819323704622493697', 'phone', 'woman', 'cell', 'holding', 'man']
['819323716823695360', 'snow', 'road', 'trees', 'street', 'water']
['819323744975892481', 'black', 'phone', 'sitting', 'person', 'holding']
['819323761849761793', 'sitting', 'red', 'table', 'orange', 'bowl']
['819323762831192065', 'man', 'wearing', 'tie', 'woman', 'white']
['819323772033449986', 'man', 'baseball', 'woman', 'bench', 'black']
['819323776739536896', 'laying', 'bed', 'man', 'sleeping', 'sitting']
['819323783139856384', 'woman', 'man', 'teddy', 'bear', 'girl']
['819323784851234817', 'sitting', 'street', 'signs', 'remote', 'black']
['819323806699417600', 'sign', 'man', 'black', 'street', 'picture']
['819323808377171969', 'man', 'phone', 'holding', 'taking', 'woman']
['819323809052430336', 'sitting', 'skateboard', 'bench', 'riding', 'man']
['819323846666747904', 'people', 'crowd', 'parade', 'group', 'red']
['819323859283439617', 'kitchen', 'cat', 'sitting', 'refrigerator', 'inside']
['819323871623086080', 'photo', 'black', 'old', 'white', 'vintage']
['819323873585983488', 'man', 'suit', 'tie', 'wearing', 'holding']
['819323877046284289', 'cat', 'sitting', 'laying', 'sleeping', 'couch']
['819323880481456129', 'man', 'holding', 'woman', 'standing', 'tennis']
['819323891332026371', 'flowers', 'vase', 'filled', 'white', 'pink']
['819323895467544576', 'man', 'holding', 'sitting', 'baseball', 'red']
['819323908365189120', 'sign', 'street', 'signs', 'road', 'pole']
['819323909199765504', 'man', 'air', 'snowboard', 'wearing', 'holding']
['819323909849907200', 'boy', 'sitting', 'holding', 'young', 'man']
['819323912387297281', 'cat', 'laying', 'sleeping', 'sitting', 'cats']
